,code,nombre,candidatos,votos,perc,percAbs,mapa_scopes_scopeId,mapa_scopes_name,mapa_scopes_partidos_name,mapa_scopes_partidos_code
381,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",148437.0,100.0,37.29,0000000000000000000000a2,Río Negro,LA LIBERTAD AVANZA,135
382,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",72012.0,67.77,18.09,0000000000000000000000a2,Río Negro,UNION POR LA PATRIA,134
383,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",34246.0,32.22,8.6,0000000000000000000000a2,Río Negro,UNION POR LA PATRIA,134
384,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",52712.0,62.57,13.24,0000000000000000000000a2,Río Negro,JUNTOS POR EL CAMBIO,132
385,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",31520.0,37.42,7.92,0000000000000000000000a2,Río Negro,JUNTOS POR EL CAMBIO,132
386,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",9471.0,71.58,2.37,0000000000000000000000a2,Río Negro,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
387,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",3759.0,28.41,0.94,0000000000000000000000a2,Río Negro,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
388,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",8232.0,100.0,2.06,0000000000000000000000a2,Río Negro,HACEMOS POR NUESTRO PAIS,133
389,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",5013.0,100.0,1.25,0000000000000000000000a2,Río Negro,MOVIMIENTO LIBRES DEL SUR,40
390,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",3364.0,97.99,0.84,0000000000000000000000a2,Río Negro,PRINCIPIOS Y VALORES,137
391,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",32.0,0.93,0.01,0000000000000000000000a2,Río Negro,PRINCIPIOS Y VALORES,137
392,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",13.0,0.37,0.01,0000000000000000000000a2,Río Negro,PRINCIPIOS Y VALORES,137
393,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",12.0,0.34,0.01,0000000000000000000000a2,Río Negro,PRINCIPIOS Y VALORES,137
394,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",12.0,0.34,0.01,0000000000000000000000a2,Río Negro,PRINCIPIOS Y VALORES,137
395,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",3128.0,100.0,0.78,0000000000000000000000a2,Río Negro,MOVIMIENTO AL SOCIALISMO,13
396,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",2378.0,100.0,0.59,0000000000000000000000a2,Río Negro,POLITICA OBRERA,92
397,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",1767.0,100.0,0.44,0000000000000000000000a2,Río Negro,MOVIMIENTO DE ACCION VECINAL,57
398,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",986.0,83.98,0.24,0000000000000000000000a2,Río Negro,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
399,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",188.0,16.01,0.04,0000000000000000000000a2,Río Negro,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
400,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",261.0,85.57,0.06,0000000000000000000000a2,Río Negro,PROYECTO JOVEN,94
401,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",34.0,11.14,0.01,0000000000000000000000a2,Río Negro,PROYECTO JOVEN,94
402,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",10.0,3.27,0.01,0000000000000000000000a2,Río Negro,PROYECTO JOVEN,94
403,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",47.0,54.65,0.01,0000000000000000000000a2,Río Negro,FRENTE LIBER.AR,131
404,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",24.0,27.9,0.01,0000000000000000000000a2,Río Negro,FRENTE LIBER.AR,131
405,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",15.0,17.44,0.01,0000000000000000000000a2,Río Negro,FRENTE LIBER.AR,131
406,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",27.0,100.0,0.01,0000000000000000000000a2,Río Negro,FRENTE PATRIOTA FEDERAL,95
407,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",21.0,100.0,0.01,0000000000000000000000a2,Río Negro,UNION DEL CENTRO DEMOCRATICO,20
408,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",318910.0,100.0,49.38,0000000000000000000000ac,Salta,LA LIBERTAD AVANZA,135
409,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",137998.0,88.55,21.37,0000000000000000000000ac,Salta,UNION POR LA PATRIA,134
410,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",17839.0,11.44,2.76,0000000000000000000000ac,Salta,UNION POR LA PATRIA,134
411,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",66556.0,59.95,10.3,0000000000000000000000ac,Salta,JUNTOS POR EL CAMBIO,132
412,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",44453.0,40.04,6.88,0000000000000000000000ac,Salta,JUNTOS POR EL CAMBIO,132
413,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",12820.0,100.0,1.98,0000000000000000000000ac,Salta,HACEMOS POR NUESTRO PAIS,133
414,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",7278.0,59.0,1.12,0000000000000000000000ac,Salta,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
415,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",5057.0,40.99,0.78,0000000000000000000000ac,Salta,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
416,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",8012.0,100.0,1.24,0000000000000000000000ac,Salta,MOVIMIENTO LIBRES DEL SUR,40
417,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",3884.0,100.0,0.6,0000000000000000000000ac,Salta,POLITICA OBRERA,92
418,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",1277.0,50.27,0.19,0000000000000000000000ac,Salta,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
419,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",1263.0,49.72,0.19,0000000000000000000000ac,Salta,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
420,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",2142.0,97.62,0.33,0000000000000000000000ac,Salta,PRINCIPIOS Y VALORES,137
421,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",24.0,1.09,0.01,0000000000000000000000ac,Salta,PRINCIPIOS Y VALORES,137
422,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",17.0,0.77,0.01,0000000000000000000000ac,Salta,PRINCIPIOS Y VALORES,137
423,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",6.0,0.27,0.01,0000000000000000000000ac,Salta,PRINCIPIOS Y VALORES,137
424,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",5.0,0.22,0.01,0000000000000000000000ac,Salta,PRINCIPIOS Y VALORES,137
425,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",1887.0,100.0,0.29,0000000000000000000000ac,Salta,MOVIMIENTO AL SOCIALISMO,13
426,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",1363.0,100.0,0.21,0000000000000000000000ac,Salta,FRENTE PATRIOTA FEDERAL,95
427,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",1282.0,100.0,0.19,0000000000000000000000ac,Salta,MOVIMIENTO DE ACCION VECINAL,57
428,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",608.0,93.68,0.09,0000000000000000000000ac,Salta,PROYECTO JOVEN,94
429,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",27.0,4.16,0.01,0000000000000000000000ac,Salta,PROYECTO JOVEN,94
430,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",14.0,2.15,0.01,0000000000000000000000ac,Salta,PROYECTO JOVEN,94
431,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",40.0,58.82,0.01,0000000000000000000000ac,Salta,FRENTE LIBER.AR,131
432,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",19.0,27.94,0.01,0000000000000000000000ac,Salta,FRENTE LIBER.AR,131
433,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",9.0,13.23,0.01,0000000000000000000000ac,Salta,FRENTE LIBER.AR,131
434,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",47.0,100.0,0.01,0000000000000000000000ac,Salta,UNION DEL CENTRO DEMOCRATICO,20
435,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",143858.0,100.0,34.17,0000000000000000000000b6,San Juan,LA LIBERTAD AVANZA,135
436,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",95443.0,78.05,22.67,0000000000000000000000b6,San Juan,UNION POR LA PATRIA,134
437,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",26841.0,21.94,6.37,0000000000000000000000b6,San Juan,UNION POR LA PATRIA,134
438,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",63523.0,54.08,15.08,0000000000000000000000b6,San Juan,JUNTOS POR EL CAMBIO,132
439,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",53926.0,45.91,12.81,0000000000000000000000b6,San Juan,JUNTOS POR EL CAMBIO,132
440,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",6896.0,100.0,1.63,0000000000000000000000b6,San Juan,HACEMOS POR NUESTRO PAIS,133
441,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",3244.0,58.94,0.77,0000000000000000000000b6,San Juan,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
442,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",2259.0,41.05,0.53,0000000000000000000000b6,San Juan,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
443,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",2838.0,100.0,0.67,0000000000000000000000b6,San Juan,MOVIMIENTO LIBRES DEL SUR,40
444,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",1434.0,58.24,0.34,0000000000000000000000b6,San Juan,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
445,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",1028.0,41.75,0.24,0000000000000000000000b6,San Juan,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
446,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",1251.0,100.0,0.29,0000000000000000000000b6,San Juan,POLITICA OBRERA,92
447,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",1187.0,100.0,0.28,0000000000000000000000b6,San Juan,FRENTE PATRIOTA FEDERAL,95
448,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",1130.0,100.0,0.26,0000000000000000000000b6,San Juan,MOVIMIENTO AL SOCIALISMO,13
449,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",1037.0,99.42,0.24,0000000000000000000000b6,San Juan,PRINCIPIOS Y VALORES,137
450,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",3.0,0.28,0.01,0000000000000000000000b6,San Juan,PRINCIPIOS Y VALORES,137
451,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",1.0,0.09,0.01,0000000000000000000000b6,San Juan,PRINCIPIOS Y VALORES,137
452,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",1.0,0.09,0.01,0000000000000000000000b6,San Juan,PRINCIPIOS Y VALORES,137
453,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",1.0,0.09,0.01,0000000000000000000000b6,San Juan,PRINCIPIOS Y VALORES,137
454,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",961.0,100.0,0.22,0000000000000000000000b6,San Juan,MOVIMIENTO DE ACCION VECINAL,57
455,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",128.0,88.27,0.03,0000000000000000000000b6,San Juan,FRENTE LIBER.AR,131
456,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",10.0,6.89,0.01,0000000000000000000000b6,San Juan,FRENTE LIBER.AR,131
457,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",7.0,4.82,0.01,0000000000000000000000b6,San Juan,FRENTE LIBER.AR,131
458,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",15.0,88.23,0.01,0000000000000000000000b6,San Juan,PROYECTO JOVEN,94
459,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",1.0,5.88,0.01,0000000000000000000000b6,San Juan,PROYECTO JOVEN,94
460,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",1.0,5.88,0.01,0000000000000000000000b6,San Juan,PROYECTO JOVEN,94
461,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",5.0,100.0,0.01,0000000000000000000000b6,San Juan,UNION DEL CENTRO DEMOCRATICO,20
462,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",135471.0,100.0,47.85,0000000000000000000000c0,San Luis,LA LIBERTAD AVANZA,135
463,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",33385.0,50.14,11.79,0000000000000000000000c0,San Luis,JUNTOS POR EL CAMBIO,132
464,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",33194.0,49.85,11.72,0000000000000000000000c0,San Luis,JUNTOS POR EL CAMBIO,132
465,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",38315.0,77.69,13.53,0000000000000000000000c0,San Luis,UNION POR LA PATRIA,134
466,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",10999.0,22.3,3.88,0000000000000000000000c0,San Luis,UNION POR LA PATRIA,134
467,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",8263.0,100.0,2.91,0000000000000000000000c0,San Luis,HACEMOS POR NUESTRO PAIS,133
468,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",3006.0,76.27,1.06,0000000000000000000000c0,San Luis,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
469,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",935.0,23.72,0.33,0000000000000000000000c0,San Luis,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
470,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",2769.0,100.0,0.97,0000000000000000000000c0,San Luis,MOVIMIENTO LIBRES DEL SUR,40
471,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",666.0,52.68,0.23,0000000000000000000000c0,San Luis,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
472,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",598.0,47.31,0.21,0000000000000000000000c0,San Luis,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
473,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",1189.0,96.9,0.41,0000000000000000000000c0,San Luis,PRINCIPIOS Y VALORES,137
474,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",14.0,1.14,0.01,0000000000000000000000c0,San Luis,PRINCIPIOS Y VALORES,137
475,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",11.0,0.89,0.01,0000000000000000000000c0,San Luis,PRINCIPIOS Y VALORES,137
476,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",7.0,0.57,0.01,0000000000000000000000c0,San Luis,PRINCIPIOS Y VALORES,137
477,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",6.0,0.48,0.01,0000000000000000000000c0,San Luis,PRINCIPIOS Y VALORES,137
478,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",1127.0,100.0,0.39,0000000000000000000000c0,San Luis,FRENTE PATRIOTA FEDERAL,95
479,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",987.0,100.0,0.34,0000000000000000000000c0,San Luis,POLITICA OBRERA,92
480,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",874.0,100.0,0.3,0000000000000000000000c0,San Luis,MOVIMIENTO AL SOCIALISMO,13
481,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",803.0,100.0,0.28,0000000000000000000000c0,San Luis,MOVIMIENTO DE ACCION VECINAL,57
482,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",186.0,84.54,0.06,0000000000000000000000c0,San Luis,FRENTE LIBER.AR,131
483,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",21.0,9.54,0.01,0000000000000000000000c0,San Luis,FRENTE LIBER.AR,131
484,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",13.0,5.9,0.01,0000000000000000000000c0,San Luis,FRENTE LIBER.AR,131
485,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",17.0,43.58,0.01,0000000000000000000000c0,San Luis,PROYECTO JOVEN,94
486,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",13.0,33.33,0.01,0000000000000000000000c0,San Luis,PROYECTO JOVEN,94
487,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",9.0,23.07,0.01,0000000000000000000000c0,San Luis,PROYECTO JOVEN,94
488,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",27.0,100.0,0.01,0000000000000000000000c0,San Luis,UNION DEL CENTRO DEMOCRATICO,20
489,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",52189.0,100.0,28.96,0000000000000000000000ca,Santa Cruz,LA LIBERTAD AVANZA,135
490,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",29622.0,76.98,16.43,0000000000000000000000ca,Santa Cruz,UNION POR LA PATRIA,134
491,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",8857.0,23.01,4.91,0000000000000000000000ca,Santa Cruz,UNION POR LA PATRIA,134
492,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",17507.0,62.27,9.71,0000000000000000000000ca,Santa Cruz,JUNTOS POR EL CAMBIO,132
493,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",10604.0,37.72,5.88,0000000000000000000000ca,Santa Cruz,JUNTOS POR EL CAMBIO,132
494,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",3679.0,100.0,2.04,0000000000000000000000ca,Santa Cruz,HACEMOS POR NUESTRO PAIS,133
495,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",1856.0,56.34,1.02,0000000000000000000000ca,Santa Cruz,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
496,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",1438.0,43.65,0.79,0000000000000000000000ca,Santa Cruz,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
497,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",607.0,100.0,0.33,0000000000000000000000ca,Santa Cruz,MOVIMIENTO LIBRES DEL SUR,40
498,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",414.0,100.0,0.22,0000000000000000000000ca,Santa Cruz,MOVIMIENTO AL SOCIALISMO,13
499,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",403.0,100.0,0.22,0000000000000000000000ca,Santa Cruz,POLITICA OBRERA,92
500,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",334.0,93.03,0.18,0000000000000000000000ca,Santa Cruz,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
501,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",25.0,6.96,0.01,0000000000000000000000ca,Santa Cruz,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
502,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",209.0,100.0,0.11,0000000000000000000000ca,Santa Cruz,FRENTE PATRIOTA FEDERAL,95
503,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",138.0,100.0,0.07,0000000000000000000000ca,Santa Cruz,MOVIMIENTO DE ACCION VECINAL,57
504,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",65.0,100.0,0.03,0000000000000000000000ca,Santa Cruz,PRINCIPIOS Y VALORES,137
505,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",0.0,0.0,0.0,0000000000000000000000ca,Santa Cruz,PRINCIPIOS Y VALORES,137
506,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",0.0,0.0,0.0,0000000000000000000000ca,Santa Cruz,PRINCIPIOS Y VALORES,137
507,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",0.0,0.0,0.0,0000000000000000000000ca,Santa Cruz,PRINCIPIOS Y VALORES,137
508,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",0.0,0.0,0.0,0000000000000000000000ca,Santa Cruz,PRINCIPIOS Y VALORES,137
509,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",11.0,91.66,0.01,0000000000000000000000ca,Santa Cruz,FRENTE LIBER.AR,131
