,code,nombre,candidatos,votos,perc,percAbs,mapa_scopes_scopeId,mapa_scopes_name,mapa_scopes_partidos_name,mapa_scopes_partidos_code
121,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",41.0,24.55,0.01,00000000000000000000000c,Ciudad Autónoma de Buenos Aires,FRENTE LIBER.AR,131
122,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",21.0,12.57,0.01,00000000000000000000000c,Ciudad Autónoma de Buenos Aires,FRENTE LIBER.AR,131
123,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",23.0,37.7,0.01,00000000000000000000000c,Ciudad Autónoma de Buenos Aires,PROYECTO JOVEN,94
124,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",20.0,32.78,0.01,00000000000000000000000c,Ciudad Autónoma de Buenos Aires,PROYECTO JOVEN,94
125,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",18.0,29.5,0.01,00000000000000000000000c,Ciudad Autónoma de Buenos Aires,PROYECTO JOVEN,94
126,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",145964.0,68.49,23.48,000000000000000000000034,Corrientes,JUNTOS POR EL CAMBIO,132
127,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",67140.0,31.5,10.8,000000000000000000000034,Corrientes,JUNTOS POR EL CAMBIO,132
128,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",161865.0,88.61,26.03,000000000000000000000034,Corrientes,UNION POR LA PATRIA,134
129,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",20793.0,11.38,3.34,000000000000000000000034,Corrientes,UNION POR LA PATRIA,134
130,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",181456.0,100.0,29.18,000000000000000000000034,Corrientes,LA LIBERTAD AVANZA,135
131,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",8929.0,100.0,1.43,000000000000000000000034,Corrientes,HACEMOS POR NUESTRO PAIS,133
132,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",3836.0,63.35,0.61,000000000000000000000034,Corrientes,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
133,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",2219.0,36.64,0.35,000000000000000000000034,Corrientes,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
134,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",3770.0,100.0,0.6,000000000000000000000034,Corrientes,MOVIMIENTO LIBRES DEL SUR,40
135,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",3189.0,97.04,0.51,000000000000000000000034,Corrientes,PRINCIPIOS Y VALORES,137
136,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",53.0,1.61,0.01,000000000000000000000034,Corrientes,PRINCIPIOS Y VALORES,137
137,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",17.0,0.51,0.01,000000000000000000000034,Corrientes,PRINCIPIOS Y VALORES,137
138,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",14.0,0.42,0.01,000000000000000000000034,Corrientes,PRINCIPIOS Y VALORES,137
139,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",13.0,0.39,0.01,000000000000000000000034,Corrientes,PRINCIPIOS Y VALORES,137
140,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",2686.0,100.0,0.43,000000000000000000000034,Corrientes,MOVIMIENTO AL SOCIALISMO,13
141,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",1169.0,56.01,0.18,000000000000000000000034,Corrientes,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
142,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",918.0,43.98,0.14,000000000000000000000034,Corrientes,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
143,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",1449.0,100.0,0.23,000000000000000000000034,Corrientes,POLITICA OBRERA,92
144,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",1358.0,100.0,0.21,000000000000000000000034,Corrientes,MOVIMIENTO DE ACCION VECINAL,57
145,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",969.0,100.0,0.15,000000000000000000000034,Corrientes,FRENTE PATRIOTA FEDERAL,95
146,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",41.0,50.0,0.01,000000000000000000000034,Corrientes,FRENTE LIBER.AR,131
147,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",34.0,41.46,0.01,000000000000000000000034,Corrientes,FRENTE LIBER.AR,131
148,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",7.0,8.53,0.01,000000000000000000000034,Corrientes,FRENTE LIBER.AR,131
149,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",56.0,74.66,0.01,000000000000000000000034,Corrientes,PROYECTO JOVEN,94
150,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",16.0,21.33,0.01,000000000000000000000034,Corrientes,PROYECTO JOVEN,94
151,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",3.0,4.0,0.01,000000000000000000000034,Corrientes,PROYECTO JOVEN,94
152,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",43.0,100.0,0.01,000000000000000000000034,Corrientes,UNION DEL CENTRO DEMOCRATICO,20
153,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",688684.0,100.0,33.61,00000000000000000000002a,Córdoba,LA LIBERTAD AVANZA,135
154,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",564182.0,100.0,27.53,00000000000000000000002a,Córdoba,HACEMOS POR NUESTRO PAIS,133
155,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",384685.0,74.63,18.77,00000000000000000000002a,Córdoba,JUNTOS POR EL CAMBIO,132
156,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",130771.0,25.36,6.38,00000000000000000000002a,Córdoba,JUNTOS POR EL CAMBIO,132
157,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",126219.0,71.09,6.16,00000000000000000000002a,Córdoba,UNION POR LA PATRIA,134
158,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",51309.0,28.9,2.5,00000000000000000000002a,Córdoba,UNION POR LA PATRIA,134
159,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",19752.0,63.43,0.96,00000000000000000000002a,Córdoba,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
160,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",11383.0,36.56,0.55,00000000000000000000002a,Córdoba,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
161,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",10419.0,75.58,0.5,00000000000000000000002a,Córdoba,PRINCIPIOS Y VALORES,137
162,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",1934.0,14.03,0.09,00000000000000000000002a,Córdoba,PRINCIPIOS Y VALORES,137
163,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",1431.0,10.38,0.06,00000000000000000000002a,Córdoba,PRINCIPIOS Y VALORES,137
164,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",4565.0,100.0,0.22,00000000000000000000002a,Córdoba,MOVIMIENTO LIBRES DEL SUR,40
165,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",3893.0,100.0,0.19,00000000000000000000002a,Córdoba,MOVIMIENTO AL SOCIALISMO,13
166,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",2144.0,58.98,0.1,00000000000000000000002a,Córdoba,PROYECTO JOVEN,94
167,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",760.0,20.9,0.03,00000000000000000000002a,Córdoba,PROYECTO JOVEN,94
168,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",731.0,20.11,0.03,00000000000000000000002a,Córdoba,PROYECTO JOVEN,94
169,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",2404.0,70.43,0.11,00000000000000000000002a,Córdoba,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
170,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",1009.0,29.56,0.04,00000000000000000000002a,Córdoba,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
171,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",1564.0,50.84,0.07,00000000000000000000002a,Córdoba,FRENTE LIBER.AR,131
172,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",1512.0,49.15,0.07,00000000000000000000002a,Córdoba,FRENTE LIBER.AR,131
173,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",2867.0,100.0,0.13,00000000000000000000002a,Córdoba,FRENTE PATRIOTA FEDERAL,95
174,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",2471.0,100.0,0.12,00000000000000000000002a,Córdoba,MOVIMIENTO DE ACCION VECINAL,57
175,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",2123.0,100.0,0.1,00000000000000000000002a,Córdoba,POLITICA OBRERA,92
176,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",61.0,100.0,0.01,00000000000000000000002a,Córdoba,UNION DEL CENTRO DEMOCRATICO,20
177,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",166823.0,64.84,20.82,000000000000000000000052,Entre Ríos,JUNTOS POR EL CAMBIO,132
178,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",90440.0,35.15,11.28,000000000000000000000052,Entre Ríos,JUNTOS POR EL CAMBIO,132
179,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",180436.0,77.58,22.52,000000000000000000000052,Entre Ríos,UNION POR LA PATRIA,134
180,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",52134.0,22.41,6.5,000000000000000000000052,Entre Ríos,UNION POR LA PATRIA,134
181,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",176164.0,100.0,21.98,000000000000000000000052,Entre Ríos,LA LIBERTAD AVANZA,135
182,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",5671.0,56.5,0.7,000000000000000000000052,Entre Ríos,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
183,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",4365.0,43.49,0.54,000000000000000000000052,Entre Ríos,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
184,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",9425.0,100.0,1.17,000000000000000000000052,Entre Ríos,HACEMOS POR NUESTRO PAIS,133
185,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",4767.0,97.26,0.59,000000000000000000000052,Entre Ríos,PRINCIPIOS Y VALORES,137
186,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",48.0,0.97,0.01,000000000000000000000052,Entre Ríos,PRINCIPIOS Y VALORES,137
187,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",39.0,0.79,0.01,000000000000000000000052,Entre Ríos,PRINCIPIOS Y VALORES,137
188,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",32.0,0.65,0.01,000000000000000000000052,Entre Ríos,PRINCIPIOS Y VALORES,137
189,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",15.0,0.3,0.01,000000000000000000000052,Entre Ríos,PRINCIPIOS Y VALORES,137
190,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",1343.0,59.55,0.16,000000000000000000000052,Entre Ríos,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
191,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",912.0,40.44,0.11,000000000000000000000052,Entre Ríos,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
192,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",1885.0,100.0,0.23,000000000000000000000052,Entre Ríos,MOVIMIENTO AL SOCIALISMO,13
193,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",1643.0,100.0,0.2,000000000000000000000052,Entre Ríos,FRENTE PATRIOTA FEDERAL,95
194,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",1477.0,100.0,0.18,000000000000000000000052,Entre Ríos,POLITICA OBRERA,92
195,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",1456.0,100.0,0.18,000000000000000000000052,Entre Ríos,MOVIMIENTO LIBRES DEL SUR,40
196,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",1238.0,100.0,0.15,000000000000000000000052,Entre Ríos,MOVIMIENTO DE ACCION VECINAL,57
197,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",375.0,61.17,0.04,000000000000000000000052,Entre Ríos,FRENTE LIBER.AR,131
198,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",201.0,32.78,0.02,000000000000000000000052,Entre Ríos,FRENTE LIBER.AR,131
199,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",37.0,6.03,0.01,000000000000000000000052,Entre Ríos,FRENTE LIBER.AR,131
200,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",64.0,70.32,0.01,000000000000000000000052,Entre Ríos,PROYECTO JOVEN,94
201,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",17.0,18.68,0.01,000000000000000000000052,Entre Ríos,PROYECTO JOVEN,94
202,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",10.0,10.98,0.01,000000000000000000000052,Entre Ríos,PROYECTO JOVEN,94
203,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",52.0,100.0,0.01,000000000000000000000052,Entre Ríos,UNION DEL CENTRO DEMOCRATICO,20
204,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",142965.0,96.86,45.15,00000000000000000000005c,Formosa,UNION POR LA PATRIA,134
205,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",4627.0,3.13,1.46,00000000000000000000005c,Formosa,UNION POR LA PATRIA,134
206,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",80753.0,100.0,25.5,00000000000000000000005c,Formosa,LA LIBERTAD AVANZA,135
207,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",46650.0,67.86,14.73,00000000000000000000005c,Formosa,JUNTOS POR EL CAMBIO,132
208,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",22089.0,32.13,6.97,00000000000000000000005c,Formosa,JUNTOS POR EL CAMBIO,132
209,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",3208.0,100.0,1.01,00000000000000000000005c,Formosa,HACEMOS POR NUESTRO PAIS,133
210,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",1287.0,60.82,0.4,00000000000000000000005c,Formosa,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
211,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",829.0,39.17,0.26,00000000000000000000005c,Formosa,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
212,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",1724.0,100.0,0.54,00000000000000000000005c,Formosa,MOVIMIENTO LIBRES DEL SUR,40
213,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",775.0,100.0,0.24,00000000000000000000005c,Formosa,MOVIMIENTO AL SOCIALISMO,13
214,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",710.0,100.0,0.22,00000000000000000000005c,Formosa,POLITICA OBRERA,92
215,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",331.0,50.15,0.1,00000000000000000000005c,Formosa,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
216,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",329.0,49.84,0.1,00000000000000000000005c,Formosa,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
217,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",533.0,100.0,0.16,00000000000000000000005c,Formosa,MOVIMIENTO DE ACCION VECINAL,57
218,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",470.0,100.0,0.14,00000000000000000000005c,Formosa,FRENTE PATRIOTA FEDERAL,95
219,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",119.0,63.29,0.03,00000000000000000000005c,Formosa,FRENTE LIBER.AR,131
220,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",45.0,23.93,0.01,00000000000000000000005c,Formosa,FRENTE LIBER.AR,131
221,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",24.0,12.76,0.01,00000000000000000000005c,Formosa,FRENTE LIBER.AR,131
222,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",39.0,40.2,0.01,00000000000000000000005c,Formosa,PROYECTO JOVEN,94
223,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",38.0,39.17,0.01,00000000000000000000005c,Formosa,PROYECTO JOVEN,94
224,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",20.0,20.61,0.01,00000000000000000000005c,Formosa,PROYECTO JOVEN,94
225,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",39.0,41.48,0.01,00000000000000000000005c,Formosa,PRINCIPIOS Y VALORES,137
226,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",31.0,32.97,0.01,00000000000000000000005c,Formosa,PRINCIPIOS Y VALORES,137
227,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",19.0,20.21,0.01,00000000000000000000005c,Formosa,PRINCIPIOS Y VALORES,137
228,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",4.0,4.25,0.01,00000000000000000000005c,Formosa,PRINCIPIOS Y VALORES,137
229,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",1.0,1.06,0.01,00000000000000000000005c,Formosa,PRINCIPIOS Y VALORES,137
230,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",31.0,100.0,0.01,00000000000000000000005c,Formosa,UNION DEL CENTRO DEMOCRATICO,20
231,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",168142.0,100.0,39.83,000000000000000000000066,Jujuy,LA LIBERTAD AVANZA,135
232,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",76378.0,76.06,18.09,000000000000000000000066,Jujuy,JUNTOS POR EL CAMBIO,132
233,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",24030.0,23.93,5.69,000000000000000000000066,Jujuy,JUNTOS POR EL CAMBIO,132
234,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",71980.0,82.43,17.05,000000000000000000000066,Jujuy,UNION POR LA PATRIA,134
235,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",15334.0,17.56,3.63,000000000000000000000066,Jujuy,UNION POR LA PATRIA,134
236,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",22186.0,76.55,5.25,000000000000000000000066,Jujuy,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
237,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",6796.0,23.44,1.61,000000000000000000000066,Jujuy,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
238,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",7215.0,100.0,1.7,000000000000000000000066,Jujuy,HACEMOS POR NUESTRO PAIS,133
239,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",2819.0,98.6,0.66,000000000000000000000066,Jujuy,PRINCIPIOS Y VALORES,137
240,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",21.0,0.73,0.01,000000000000000000000066,Jujuy,PRINCIPIOS Y VALORES,137
241,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",9.0,0.31,0.01,000000000000000000000066,Jujuy,PRINCIPIOS Y VALORES,137
242,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",6.0,0.2,0.01,000000000000000000000066,Jujuy,PRINCIPIOS Y VALORES,137
243,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",4.0,0.13,0.01,000000000000000000000066,Jujuy,PRINCIPIOS Y VALORES,137
244,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",1598.0,100.0,0.37,000000000000000000000066,Jujuy,MOVIMIENTO LIBRES DEL SUR,40
245,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",814.0,53.3,0.19,000000000000000000000066,Jujuy,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
246,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",713.0,46.69,0.16,000000000000000000000066,Jujuy,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
247,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",1423.0,100.0,0.33,000000000000000000000066,Jujuy,POLITICA OBRERA,92
248,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",1124.0,100.0,0.26,000000000000000000000066,Jujuy,MOVIMIENTO AL SOCIALISMO,13
249,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",905.0,100.0,0.21,000000000000000000000066,Jujuy,FRENTE PATRIOTA FEDERAL,95
