AP,Nombre_lista,Tipo_eleccion,Distrito,Cargo,Subcategoria Cargo,Posicion,Precandidatura,Genero,Edad
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,3,LAURA VIVIANA MARTINEZ VILLALBA,F,34
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,4,WALTER SEBASTIAN RICARDI,M,38
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,5,PAMELA ABIGAIL OROSCO,F,39
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,6,GERARDO NICOLOPULOS,M,78
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,7,ROMINA PAOLA QUISPE,F,39
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,8,JUAN RAFAEL PAREDES,M,42
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,9,YANINA SOLEDAD FERNANDEZ,F,36
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,10,PABLO SESSANO,M,62
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,11,ELOISA MENDEZ,F,67
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,12,RICARDO ANGEL SCHWEDLER,M,79
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,13,ANALIA NOEMI MORALES,F,38
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,14,ENRIQUE FELIX EDUARDO ZOTHNER,M,70
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,15,JUANA GUADALUPE SABALZA,F,32
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,16,LUIS ALBERTO FERNANDEZ,M,62
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,17,SILVIA BEATRIZ AMPUERO,F,46
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,18,CARLOS ADAN SILVESTRI GARCIA,M,63
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,19,ALICIA ELVIRA LAIME,F,33
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,1,MOISES GERMAN TELLO CALFUQUIR,M,37
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,2,ANDREA LORENA HERNANDEZ,F,46
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,3,GABRIEL MEDINA ERNST,M,73
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,4,NIDIA MARCELA MORALES,F,36
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,5,JULIO CESAR CICCONE,M,66
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,6,GUILLERMINA JULIANA PAREDES,F,40
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,7,PEDRO LEANDRO ARIAS,M,55
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,8,MACARENA ROCIO CARREGAL,F,29
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,9,GUSTAVO ADOLFO PUJOL,M,58
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,10,NORMA LAURA SAMPIETRO,F,58
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,11,EDUARDO HECTOR QUIROZ,M,70
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,12,CRISTINA ANDREA MORALES,F,79
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,13,ANDRES ALCIDES DURAN,M,53
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,14,LIA NOELIA MINA,F,41
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,15,FAUSTINO EDUARDO VELASCO,M,78
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,16,ELIZABETH BRANDL,F,26
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,17,ADONAI LEONEL SALERNO,M,42
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,1,AGUSTIN ANTONIO TECHERA PALAZZO,M,31
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,2,MARIA DEL CARMEN ROMANO,F,61
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,3,GUILLERMO PATRICIO KELLY,M,62
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,4,ROXANA D'AMICO,F,53
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,5,ELIAS RICARDO CACERES,M,33
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,6,MARIA LUISA GOMEZ,F,67
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,7,JOSE MARTIN ROLON,M,50
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,8,CARMEN BEATRIZ LEITES,F,70
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,9,ARIEL RICARDO VALDIVIESO,M,56
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,10,FABIANA LAURA MARTINEZ,F,62
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,11,HORACIO ROBERTO COLAZO,M,60
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,12,MARIA DE LOS ANGELES LEON,F,51
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,13,RICARDO CANDIA,M,45
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,14,GRACIELA DEL CARMEN CORTES,F,57
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,15,LUIS OMAR BELLIDO,M,40
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,16,ADRIANA VANESA SOSA,F,39
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,17,DARIO MOISES SAAVEDRA VEGA,M,46
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,18,ADRIANA SOLEDAD VARGAS,F,36
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,19,JONATAN MARCELO PEREZ,M,28
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,1,MARIA DE LAS MERCEDES MAROCCO,F,49
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,2,HORACIO GABRIEL LUCERO,M,50
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,3,CECILIA VANESA LOPEZ,F,34
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,4,JOSE LUIS PONCE,M,63
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,5,ROCIO AILEN GONZALEZ,F,25
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,6,CRISTIAN OMAR BULFARO,M,44
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,7,RAMONA MERCEDES BRITEZ,F,37
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,8,MARTIN FACUNDO QUIROGA ALBARRACIN,M,47
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,9,DELICIA SOLEDAD IÑIGUEZ,F,62
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,10,ADRIAN ALBERTO CABALLINI,M,35
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,11,ESTHER EDITH SANCHEZ,F,47
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,12,DANIEL ALFREDO PEREZ,M,42
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,13,NOELIA MARIELA GOMEZ,F,36
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,14,JORGE MARCELO ARANDA,M,58
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,15,SABRINA GISELE VILAS,F,41
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,16,RAUL RICARDO PEREZ,M,39
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,17,JESSICA NOEMÍ MAUJO,F,30
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,18,JOSE DANIEL PEREZ,M,72
PROYECTO JOVEN,TODEX,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,19,JUDIT MARCELA PERALTA,F,40
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,1,TERESA ADELINA SELLARES,F,76
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,2,MARIANO EZEQUIEL ARCIONI,M,53
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,3,VICTORIA ANALIA DONDA PEREZ,F,46
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,4,GABRIEL MARCELO FUKS,M,64
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,5,MARIA CECILIA NICOLINI,F,40
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,6,FRANCO MAXIMILIANO METAZA,M,37
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,7,MARINA MERCEDES FEMENIA,F,40
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,8,JOSE IGNACIO DE MENDIGUREN,M,73
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,9,CLAUDIA FERNANDA GIL LOZANO,F,65
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,10,MARTIN FABIO MARINUCCI,M,46
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,11,KAROLINA SOLEDAD BOBADILLA,F,42
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,12,JUAN PABLO LOPEZ BAGGIO,M,47
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,13,MARIA DEL CARMEN ALARCON,F,69
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,14,SERGIO ARIEL BASTEIRO,M,63
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,15,TERESA RIOSECO,F,65
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,16,OSCAR ALBERTO LABORDE,M,70
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,17,SOLEDAD MAGNO,F,41
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,18,MATIAS CAPELUTO,M,37
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,19,LEILA GUADALUPE PAZOS,F,27
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,1,ENZO ARIEL NAVARRO,M,41
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,2,CLAUDIA DEL CARMEN FLORES,F,56
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,3,BRAULIO SILVA ECHEVARRIA,M,43
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,4,MARIA FLORENCIA MINICI,F,38
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,5,RICARDO ALBERTO RAMIREZ,M,39
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,6,GEORGINA SABADINI,F,42
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,7,HECTOR RENE GUANCO,M,56
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,8,SOFIA AGUSTINA DE NICOLO,F,28
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,9,FEDERICO MONTERO,M,44
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,10,MARIA NATALIA TINI,F,47
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,11,MATIAS EZEQUIEL D ADAMO,M,43
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,12,MARIA MERCEDES PASAROTTI,F,52
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,13,CARLOS ANIBAL LOPEZ LOPEZ,M,72
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,14,MARINA CELESTE PINTOS,F,36
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,15,CRISTIAN EDUARDO CARDOZO,M,41
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,16,MARIANA VAZQUEZ,F,51
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,17,NICOLAS CANOSA,M,30
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,18,EVA ROCIO VERON,F,34
UNION POR LA PATRIA,CELESTE Y BLANCA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,19,FERNANDO MARTIN COLLIZZOLLI,M,35
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,1,RAUL EDUARDO GODOY,M,58
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,2,NOELIA BEATRIZ AGUERO,F,43
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,3,GUILLERMO SANCHEZ PORTA,M,61
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,4,EMILIA NICOLE SALVATIERRA,F,28
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,5,JULIO CESAR MAMANI,M,54
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,6,ANISA EDITH FAVORETTI,F,40
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,7,AGUSTIN GIGLI,M,55
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,8,MARIA YAQUELIN ZABALA CARBAJAL,F,36
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,9,EDUARDO AYALA,M,53
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,10,MARIANA VANESSA PORCO,F,46
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,11,JUAN ANGEL CABRERA,M,45
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,12,MARA LAURA BELTRAME,F,52
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,13,SERGIO FERNANDO ODERO,M,66
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,14,MARIA JULIA PEÑALBA,F,41
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,15,MARTIN NICOLAS SAEZ,M,33
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,16,ANALIA VERONICA BELIZZI,F,50
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,17,JUAN JOSE RODRIGUEZ,M,41
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,18,CECILIA ISABEL SORIA,F,32
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,TITULARES,19,DARIO NICOLAS LEGUIZA,M,46
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,1,MACARENA CANEVARI,F,36
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,2,EDUARDO MAXIMILIANO DIAZ ALOMO,M,43
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,3,JULIA FERNANDA GIRIBONE STANLEY,F,45
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,4,RODRIGO ANDRES GODOY,M,30
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,5,INGRID HIRSCH,F,37
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,6,ADRIANO MAURO PIZZI,M,52
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,7,TATIANA HEIDI MOREIRA BIURRA,F,41
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,8,INOCENCIO RAMON CORTES,M,48
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,9,YANDIRA JAZMÍN LEVI,F,32
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,10,PABLO LORAN,M,36
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,11,KATIA NOELIA ELIZONDO,F,30
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,NACIONAL,ENTRE RÍOS,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,12,ROBERTO ALEJANDRO VANOLI,M,67
