Agrupación Política,Lista,Distrito,Cargo,Subcategoría Cargo,Posición,Precandidato,Género,Edad
PARTIDO LABORISTA,LA CLASE OBRERA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,2,CECILIA INES DIAZ,F,57
PARTIDO LABORISTA,LA CLASE OBRERA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,3,HÉCTOR EMILIO MAIDANA GOMEZ,M,58
PARTIDO LABORISTA,LA CLASE OBRERA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,4,SABRINA ELIANA AVALOS,F,32
PARTIDO LABORISTA,LA CLASE OBRERA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,5,MARTIN ENRIQUE CIBILS,M,37
PARTIDO LABORISTA,LA CLASE OBRERA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,6,ANDREA FABIANA ANDRADA,F,55
PARTIDO LABORISTA,LA CLASE OBRERA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,7,MARCELO DANIEL VARGAS,M,33
PARTIDO LABORISTA,LA CLASE OBRERA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,8,CLAUDIA ELISABETH AMARILLA,F,41
PARTIDO LABORISTA,LA CLASE OBRERA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,9,MARIO ORLANDO MOLINA,M,55
PARTIDO LABORISTA,LA CLASE OBRERA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,10,INES VIOLETA CHOROLQUE,F,52
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,1,SERGIO MIGUEL PALAHY SOSA,M,47
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,2,ANDREA FABIANA MARTINEZ,F,52
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,3,CARLOS ALBERTO GRAU,M,56
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,4,NATALIN IVONNE CORAZZA,F,37
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,5,BRAIAN EMANUEL NIEVAS,M,32
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,6,MARIA SILVINA LEO,F,58
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,7,ALEX ADRIAN VACCOTTI,M,37
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,8,MARIA LAURA ALVAREZ,F,51
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,9,EDUARDO HECTOR RIVEROS,M,47
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,10,ROXANA ALEJANDRA LENCINA,F,34
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,11,FRANCISCO MARTIN MAZZO,M,30
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,12,PAMELA SOLEDAD BARRERA,F,44
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,13,LEONARDO ARIEL BUSTOS,M,46
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,14,ADRIANA PATRICIA LOGATTO,F,63
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,15,FERNANDO TOMAS GABRIEL ACOSTA,M,38
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,16,VERONICA CECILIA VALGUARNERA,F,44
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,17,ALAN AMUCHASTE,M,30
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,18,NATALIA ROMINA AVALOS,F,39
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,19,SEBASTIAN ANDRES BUSTAMANTE,M,45
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,20,MARIA ALEJANDRA GEROLA,F,50
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,21,LISANDRO BARABOGLIA,M,44
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,22,ANALIA VERONICA MONTIVERO,F,45
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,23,CARLOS HERNAN BOSI,M,54
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,24,SANDRA FABIANA OZAN,F,60
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,25,HECTOR NICOLAS FERNANDEZ,M,39
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,26,STELLA MARIS SCHALLIBAUM,F,54
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,27,EMANUEL NOBRE,M,27
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,28,MARIA MARCELA BALQUINTA,F,49
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,29,MATIAS AGUSTIN BACA ESPINDOLA,M,31
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,30,AILEN ARIANA FERNANDEZ,F,32
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,31,GUILLERMO LUIS MIETHIG,M,40
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,32,MARIA LAURA GAUTO,F,45
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,33,MARTIN EUGENIO CAVALLI,M,48
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,34,LIDIA LORENA POSTIGLIONE,F,46
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,35,MARTIN CESAR ASUA,M,34
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,1,LUCIANA MARINE DOMINGUEZ,F,38
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,2,GUSTAVO ANTONIO BARUA AMARILLA,M,31
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,3,MARINA ISABEL MENDOZA,F,28
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,4,CLAUDIO MIGUEL GODOY MARTIN,M,52
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,5,NANCY ESTHER MENDOZA,F,39
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,6,MIGUEL PABLO BENJAMIN RUIZ,M,43
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,7,LUCRECIA CECILIA DI TADA,F,55
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,8,JESUS GABRIEL WAINBENDER,M,43
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,9,ELIZABETH SUSANA RODRIGUEZ,F,53
PARTIDO LIBERTARIO,LIBERTARIOS,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,10,PABLO DANIEL ZARZA,M,53
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,1,MONICA BEATRIZ AGUIRRE,F,45
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,2,SAMUEL OSCAR ARCHANCO,M,55
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,3,VERONICA ELIZABETH LEDESMA,F,48
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,4,HORACIO CRISTIAN GUZMAN,M,37
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,5,FERNANDA DESIREE GARCIA,F,28
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,6,CRISTIAN CELESTINO BOGADO,M,39
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,7,KAREN NOEMI DA SILVA,F,27
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,8,MAXIMILIANO QUINTANA,M,36
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,9,MAYRA ALEJANDRA MIRANDA,F,29
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,10,PABLO MATIAS POTAVES MACIEL,M,42
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,11,DAIANA YANET CUENCA,F,30
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,12,WALTER LUIS ACEVEDO,M,62
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,13,OFELIA NOEMI LIMA,F,56
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,14,LUCAS BENIGNO TRONCOSO,M,42
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,15,CARLA VERONICA LARES,F,41
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,16,OMAR MAXIMILIANO ANDINO,M,36
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,17,GIULIANA LUCIA ORMEÑO,F,32
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,18,CARLOS EMANUEL CORVALAN,M,28
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,19,ANDREA ALEJANDRA LIMA,F,43
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,20,SERGIO ADRIAN CORIA,M,36
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,21,VICENTA ANTONIA ROMERO,F,60
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,22,DIEGO EDUARDO GODOY,M,34
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,23,YESICA ELIZABETH VILLEGAS,F,31
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,24,RODRIGO RUBÉN ALBERTO GUIZZARELLI,M,34
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,25,EVELYN MARIEL FAZIO,F,29
PARTIDO MOVIMIENTO ORGANIZACION DEMOCRATICA (MODE),UNIDAD,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,26,DANIEL OMAR DA SILVA,M,48
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,1,HORACIO ALBERTO VALDEZ,M,67
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,2,MARIA ELENA VELAZQUEZ,F,55
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,3,JUAN OLMEDO,M,54
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,4,MARIA CRISTINA MORENO,F,73
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,5,ALEJANDRO CLAUDIO MALDONADO,M,59
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,6,SUSANA MIRTA PRONI,F,60
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,7,MARTIN EMILIANO SLAVEC,M,51
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,8,MARIANA BEATRIZ LOPEZ,F,51
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,9,GABRIEL PEDRO FLORES CIANI,M,58
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,10,MARIANA LORENA ZAVANE,F,44
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,11,MARIANO DAVID ODIERNA,M,43
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,12,SILVIA HAYDEE GUARRACINO,F,68
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,13,NICOLAS ARIEL HOURCLE,M,37
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,14,GEORGINA SOLEDAD CARÓ,F,37
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,15,DANIEL MERELES,M,41
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,16,CARLA VANINA GILES,F,32
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,17,ANTONIO BONIFACIO PERRINO,M,61
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,18,MARIA AZUCENA LOPEZ VILLAGRA,F,53
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,19,RICARDO GUILLERMO BARROS,M,59
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,20,SILVIA FABIANA TORRES,F,53
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,21,JUAN MANUEL FERNANDEZ MONTALBO,M,35
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,22,ROCIO RAQUEL VALENTI,F,35
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,23,GUSTAVO DARIO MENA,M,51
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,24,CINTIA THELMA SZTIMER,F,42
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,25,MATIAS FABIAN OLMEDO,M,43
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,26,SOL AGOSTINA CORONEL,F,28
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,27,MARIANO OSVALDO DE LUCA,M,42
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,28,HERMINDA ESTER GUERRERO,F,53
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,29,JORGE MARIO LEZICA,M,61
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,30,VERONICA NOEMI AGUIRRE,F,31
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,31,SANTIAGO FABIAN BAGLIONE,M,31
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,32,MARIA S CURATOLA,F,58
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,33,DAVID ADRIAN ALVAREZ MENDOZA,M,46
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,34,MARILIN ALEJANDRA PENONI,F,29
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,35,MARCOS RAUL RUIZ,M,37
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,1,RITA ANTONIA ACUÑA,F,44
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,2,JAVIER OSVALDO CORTES,M,48
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,3,DAIANA SOLEDAD BUENO,F,34
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,4,ANTONIO JAVIER RAMIREZ,M,64
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,5,SOL IVANNA SEQUEIRA,F,33
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,6,HERNAN FABIAN CUEVAS,M,40
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,7,JULIA ESTER ROMERO,F,44
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,8,DANIEL NICOLAS ALAMO,M,30
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,9,JULIETA SALOME ALVAREZ MENDOZA,F,37
PARTIDO PRINCIPIOS Y VALORES,TIERRA TECHO Y TRABAJO,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,10,MANUEL VIGNAU,M,45
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,1,DAVID EZEQUIEL BENITEZ,M,31
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,2,DAIANA ROMINA FERNANDEZ,F,36
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,3,MARTIN EZEQUIEL AGÜERO,M,36
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,4,ELENA ALEJANDRA ORTEGA,F,65
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,5,GUSTAVO ALFREDO PARODI,M,25
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,6,MARIA SOL LOPEZ,F,37
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,7,SERGIO GUSTAVO RODRIGUEZ,M,45
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,8,ANDREA YANINA QUEVEDO,F,32
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,9,EDUARDO GUILLERMO PALMISANO,M,64
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,10,ANDREA ELIZABETH ARCURI,F,47
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,11,MARCELO ALEJANDRO GAMARRA,M,48
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,12,MIRIAM ELIZABETH BRITO,F,43
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,13,NESTOR FABIAN SUELDO,M,51
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,14,ROSA INES GALEANO,F,64
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,15,MARTIN RODOLFO GUZMAN,M,45
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,16,AILEN ANAHI ALEJANDRA REARTE,F,27
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,17,ANGEL DANIEL ALMIRON,M,54
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,18,ERICA BEATRIZ ALEGRE,F,54
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,19,ALAN EZEQUIEL LIGORRIA,M,25
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,20,MARIA DEL CARMEN VELAZQUEZ,F,50
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,21,SEBASTIAN ALEJANDRO CARRIZO,M,35
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,22,AGUSTINA ANTONELA ARANDA,F,27
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,23,ADRIAN NICOLAS BONAZZOLA,M,28
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,24,PATRICIA ESTELA MOLINA,F,48
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,25,DANTE DARÍO CHAVES,M,29
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,26,LIDIA CAROLINA MATURANO,F,41
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,27,GUILLERMO ANGEL FIEKAS,M,62
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,28,MONICA YAMILA CABRERA,F,38
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,29,MARIO RAMON TEBES,M,44
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,30,MARIBEL CORINA GOMEZ,F,38
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,31,FEDERICO ARNALDO ARRIONDO,M,34
PARTIDO UNIDAD SOCIAL (PUS),UNIDOS,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,32,RUTH SUSANA ESCOBAR OPAZO,F,49
