Agrupación Política,Lista,Distrito,Cargo,Subcategoría Cargo,Posición,Precandidato,Género,Edad
CAMBIA JUJUY,LISTA A SIGAMOS CAMBIANDO JUJUY,JUJUY,SENADORES NACIONALES,TITULARES,2,SILVIA GIACOPPO,F,64
CAMBIA JUJUY,LISTA A SIGAMOS CAMBIANDO JUJUY,JUJUY,SENADORES NACIONALES,SUPLENTES,1,MARIO ALEJANDRO PIZARRO,M,64
CAMBIA JUJUY,LISTA A SIGAMOS CAMBIANDO JUJUY,JUJUY,SENADORES NACIONALES,SUPLENTES,2,MARIA EUGENIA TULIA SNOPEK,F,50
CAMBIA JUJUY,LISTA B LA FUERZA DEL CAMBIO,JUJUY,SENADORES NACIONALES,TITULARES,1,NARDA ALEJANDRA CORDERO,F,51
CAMBIA JUJUY,LISTA B LA FUERZA DEL CAMBIO,JUJUY,SENADORES NACIONALES,TITULARES,2,JUAN ADAN BARREIRO,M,78
CAMBIA JUJUY,LISTA B LA FUERZA DEL CAMBIO,JUJUY,SENADORES NACIONALES,SUPLENTES,1,ELBA ALINA CARI,F,43
CAMBIA JUJUY,LISTA B LA FUERZA DEL CAMBIO,JUJUY,SENADORES NACIONALES,SUPLENTES,2,JOAQUÍN GONZALO FERNÁNDEZ,M,31
CAMBIA JUJUY,LISTA C UNIR AL CAMBIO,JUJUY,SENADORES NACIONALES,TITULARES,1,MARIA LUISA ORDOÑEZ,F,53
CAMBIA JUJUY,LISTA C UNIR AL CAMBIO,JUJUY,SENADORES NACIONALES,TITULARES,2,SERGIO ALEX CARRIZO,M,47
CAMBIA JUJUY,LISTA C UNIR AL CAMBIO,JUJUY,SENADORES NACIONALES,SUPLENTES,1,CELIA YOLANDA DIAZ,F,57
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIDAD DE LUCHADORES Y LA IZQUIERDA,JUJUY,SENADORES NACIONALES,TITULARES,1,SEBASTIAN COPELLO,M,32
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIDAD DE LUCHADORES Y LA IZQUIERDA,JUJUY,SENADORES NACIONALES,TITULARES,2,ALEJANDRA MARGARITA ZAMBRANO,F,41
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIDAD DE LUCHADORES Y LA IZQUIERDA,JUJUY,SENADORES NACIONALES,SUPLENTES,1,JORGE DAVID HOYOS,M,46
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIDAD DE LUCHADORES Y LA IZQUIERDA,JUJUY,SENADORES NACIONALES,SUPLENTES,2,ABIGAIL BRENDA ESCALANTE,F,32
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,UNIR Y FORTALECER LA IZQUIERDA 1A,JUJUY,SENADORES NACIONALES,TITULARES,1,ALEJANDRO ARIEL VILCA,M,47
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,UNIR Y FORTALECER LA IZQUIERDA 1A,JUJUY,SENADORES NACIONALES,TITULARES,2,LAMIA NAHIR DEBBO,F,32
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,UNIR Y FORTALECER LA IZQUIERDA 1A,JUJUY,SENADORES NACIONALES,SUPLENTES,1,GUILLERMO DANIEL ALEMAN,M,36
FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,UNIR Y FORTALECER LA IZQUIERDA 1A,JUJUY,SENADORES NACIONALES,SUPLENTES,2,JULIA FERNANDA GIRIBONE STANLEY,F,45
HACEMOS POR NUESTRO PAIS,HACEMOS POR JUJUY,JUJUY,SENADORES NACIONALES,TITULARES,1,OSCAR AGUSTÍN PERASSI,M,74
HACEMOS POR NUESTRO PAIS,HACEMOS POR JUJUY,JUJUY,SENADORES NACIONALES,TITULARES,2,ANGELA SUSANA AGUIAR,F,76
HACEMOS POR NUESTRO PAIS,HACEMOS POR JUJUY,JUJUY,SENADORES NACIONALES,SUPLENTES,1,DANTE PAUL ALVAREZ DODI,M,50
HACEMOS POR NUESTRO PAIS,HACEMOS POR JUJUY,JUJUY,SENADORES NACIONALES,SUPLENTES,2,MARIA DEL VALLE CALPANCHAY,F,48
MOVIMIENTO INTEGRACIóN LATINOAMERICANA DE EXPRESIóN SOCIAL-M.I.L.E.S.,JUJUY TIENE FUTURO CON PRINCIPIOS Y VALORES,JUJUY,SENADORES NACIONALES,TITULARES,1,RODOLFO ALEJANDRO TECCHI,M,68
MOVIMIENTO INTEGRACIóN LATINOAMERICANA DE EXPRESIóN SOCIAL-M.I.L.E.S.,JUJUY TIENE FUTURO CON PRINCIPIOS Y VALORES,JUJUY,SENADORES NACIONALES,TITULARES,2,GEORGINA PAOLA SOSA,F,38
MOVIMIENTO INTEGRACIóN LATINOAMERICANA DE EXPRESIóN SOCIAL-M.I.L.E.S.,JUJUY TIENE FUTURO CON PRINCIPIOS Y VALORES,JUJUY,SENADORES NACIONALES,SUPLENTES,1,HUGO ORLANDO UZQUEDA,M,48
MOVIMIENTO INTEGRACIóN LATINOAMERICANA DE EXPRESIóN SOCIAL-M.I.L.E.S.,JUJUY TIENE FUTURO CON PRINCIPIOS Y VALORES,JUJUY,SENADORES NACIONALES,SUPLENTES,2,GLADYS ERNESTINA ZAMBRANO,F,59
PARTIDO RENOVADOR FEDERAL,LIBERTAD JUJUY 1A,JUJUY,SENADORES NACIONALES,TITULARES,1,EZEQUIEL ATAUCHE,M,41
PARTIDO RENOVADOR FEDERAL,LIBERTAD JUJUY 1A,JUJUY,SENADORES NACIONALES,TITULARES,2,VILMA FACUNDA BEDIA,F,62
PARTIDO RENOVADOR FEDERAL,LIBERTAD JUJUY 1A,JUJUY,SENADORES NACIONALES,SUPLENTES,1,KEVIN GUSTAVO BALLESTY,M,39
PARTIDO RENOVADOR FEDERAL,LIBERTAD JUJUY 1A,JUJUY,SENADORES NACIONALES,SUPLENTES,2,ALICIA VALERIA ALVAREZ,F,45
UNION POR LA PATRIA,CELESTE Y BLANCA,JUJUY,SENADORES NACIONALES,TITULARES,1,RUBEN ARMANDO RIVAROLA,M,70
UNION POR LA PATRIA,CELESTE Y BLANCA,JUJUY,SENADORES NACIONALES,TITULARES,2,KARINA MARISOL PANIAGUA,F,48
UNION POR LA PATRIA,CELESTE Y BLANCA,JUJUY,SENADORES NACIONALES,SUPLENTES,1,PEDRO HORACIO BELIZAN,M,50
UNION POR LA PATRIA,CELESTE Y BLANCA,JUJUY,SENADORES NACIONALES,SUPLENTES,2,SILVIA REGINA EDITH VALDIVIEZO,F,39
UNION POR LA PATRIA,UNIDAD RENOVADORA,JUJUY,SENADORES NACIONALES,TITULARES,1,MARIA CAROLINA MOISES,F,48
UNION POR LA PATRIA,UNIDAD RENOVADORA,JUJUY,SENADORES NACIONALES,TITULARES,2,ADRIAN RUBEN MENDIETA,M,49
UNION POR LA PATRIA,UNIDAD RENOVADORA,JUJUY,SENADORES NACIONALES,SUPLENTES,1,FERNANDA COLQUE,F,57
UNION POR LA PATRIA,UNIDAD RENOVADORA,JUJUY,SENADORES NACIONALES,SUPLENTES,2,CARLOS MANUEL DE APARICI,M,46
UNION POR LA PATRIA,UNION POR JUJUY,JUJUY,SENADORES NACIONALES,TITULARES,1,LEILA SUSANA CHAHER,F,39
UNION POR LA PATRIA,UNION POR JUJUY,JUJUY,SENADORES NACIONALES,TITULARES,2,FRANCISCO JAVIER HINOJO,M,47
UNION POR LA PATRIA,UNION POR JUJUY,JUJUY,SENADORES NACIONALES,SUPLENTES,1,DANIELA ALEJANDRA JALED,F,33
UNION POR LA PATRIA,UNION POR JUJUY,JUJUY,SENADORES NACIONALES,SUPLENTES,2,JUAN IGNACIO MUÑOZ,M,43
DEMOCRATA CRISTIANO,HACEMOS UNIDOS POR LA RIOJA,LA RIOJA,SENADORES NACIONALES,TITULARES,1,ALBERTO NICOLAS PAREDES URQUIZA,M,57
DEMOCRATA CRISTIANO,HACEMOS UNIDOS POR LA RIOJA,LA RIOJA,SENADORES NACIONALES,TITULARES,2,ANDREA MARIA MERCADO LUNA,F,56
DEMOCRATA CRISTIANO,HACEMOS UNIDOS POR LA RIOJA,LA RIOJA,SENADORES NACIONALES,SUPLENTES,1,HORACIO GABRIEL PASCUALE,M,49
DEMOCRATA CRISTIANO,HACEMOS UNIDOS POR LA RIOJA,LA RIOJA,SENADORES NACIONALES,SUPLENTES,2,CYNTHIA RAQUEL NUÑEZ,F,44
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD, UNIDAD DE LUCHADORES Y  LA IZQUIERDA,LA RIOJA,SENADORES NACIONALES,TITULARES,1,BERNARDINO ALBERTO ALEJANDRO POLI GUASELO,M,46
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD, UNIDAD DE LUCHADORES Y  LA IZQUIERDA,LA RIOJA,SENADORES NACIONALES,TITULARES,2,KARINA DIAZ,F,51
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD, UNIDAD DE LUCHADORES Y  LA IZQUIERDA,LA RIOJA,SENADORES NACIONALES,SUPLENTES,1,ANASTACIO DOMINGO VEDIA,M,52
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD, UNIDAD DE LUCHADORES Y  LA IZQUIERDA,LA RIOJA,SENADORES NACIONALES,SUPLENTES,2,CLAUDIA FABIANA BAIGORRIA,F,51
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,UNIR Y FORTALECER LA IZQUIERDA 1A,LA RIOJA,SENADORES NACIONALES,TITULARES,1,MARTIN  ANGEL,M,47
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,UNIR Y FORTALECER LA IZQUIERDA 1A,LA RIOJA,SENADORES NACIONALES,TITULARES,2,ANAHI  GONZALEZ,F,42
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,UNIR Y FORTALECER LA IZQUIERDA 1A,LA RIOJA,SENADORES NACIONALES,SUPLENTES,1,JOSE  QUIROGA GUERRA,M,49
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,UNIR Y FORTALECER LA IZQUIERDA 1A,LA RIOJA,SENADORES NACIONALES,SUPLENTES,2,ROCIO REINOSO DRYON,F,32
JUNTOS POR EL CAMBIO,EL CAMBIO DE NUESTRAS VIDAS A,LA RIOJA,SENADORES NACIONALES,TITULARES,1,JULIO CESAR MARTINEZ,M,61
JUNTOS POR EL CAMBIO,EL CAMBIO DE NUESTRAS VIDAS A,LA RIOJA,SENADORES NACIONALES,TITULARES,2,OLGA I BRIZUELA Y DORIA DE CARA,F,52
JUNTOS POR EL CAMBIO,EL CAMBIO DE NUESTRAS VIDAS A,LA RIOJA,SENADORES NACIONALES,SUPLENTES,1,GUSTAVO ANTONIO CATIVA,M,56
JUNTOS POR EL CAMBIO,EL CAMBIO DE NUESTRAS VIDAS A,LA RIOJA,SENADORES NACIONALES,SUPLENTES,2,CRISTINA ADRIANA SALZWEDEL,F,53
JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO B,LA RIOJA,SENADORES NACIONALES,TITULARES,1,GUILLERMO FEDERICO GALVAN,M,56
JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO B,LA RIOJA,SENADORES NACIONALES,TITULARES,2,ANGELICA ELEUTERIA IRIS OYOLA,F,61
JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO B,LA RIOJA,SENADORES NACIONALES,SUPLENTES,1,DANIEL ALEJANDRO MOLINA BRAIM,M,48
JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO B,LA RIOJA,SENADORES NACIONALES,SUPLENTES,2,MARIA RITA DE LOS ANGELES RIVERO,F,62
LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,LA RIOJA,SENADORES NACIONALES,TITULARES,1,JUAN CARLOS PAGOTTO,M,71
LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,LA RIOJA,SENADORES NACIONALES,TITULARES,2,CLAUDIA CECILIA LOPEZ,F,66
LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,LA RIOJA,SENADORES NACIONALES,SUPLENTES,1,ALEJANDRO MARTIN RODRIGO CRUZ ANTUNEZ,M,51
LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,LA RIOJA,SENADORES NACIONALES,SUPLENTES,2,SUSANA DEL CARMEN RIZZO,F,45
PROYECTO JOVEN,DEMOS LIBERTAD,LA RIOJA,SENADORES NACIONALES,TITULARES,1,MATIAS MAXIMILIANO RUBIA,M,35
PROYECTO JOVEN,DEMOS LIBERTAD,LA RIOJA,SENADORES NACIONALES,TITULARES,2,PAOLA VALERIA ALLENDE,F,49
PROYECTO JOVEN,DEMOS LIBERTAD,LA RIOJA,SENADORES NACIONALES,SUPLENTES,1,PLACIDO RUBEN RODRIGUEZ,M,49
PROYECTO JOVEN,DEMOS LIBERTAD,LA RIOJA,SENADORES NACIONALES,SUPLENTES,2,ELBA GLADYS VEGA,F,47
PROYECTO JOVEN,VIVA LA LIBERTAD,LA RIOJA,SENADORES NACIONALES,TITULARES,1,EVANGELINA SOLEDAD SCOZZIERO,F,47
PROYECTO JOVEN,VIVA LA LIBERTAD,LA RIOJA,SENADORES NACIONALES,TITULARES,2,JORGE LUIS FARIAS,M,53
PROYECTO JOVEN,VIVA LA LIBERTAD,LA RIOJA,SENADORES NACIONALES,SUPLENTES,1,SILVIA DEL VALLE ALIVES,F,60
PROYECTO JOVEN,VIVA LA LIBERTAD,LA RIOJA,SENADORES NACIONALES,SUPLENTES,2,JUAN EXEQUIEL MOLINA,M,33
UNION DEL CENTRO DEMOCRATICO- UCEDE,FUERZA LIBERAL,LA RIOJA,SENADORES NACIONALES,TITULARES,1,CRISTIAN OSCAR CORZO,M,50
UNION DEL CENTRO DEMOCRATICO- UCEDE,FUERZA LIBERAL,LA RIOJA,SENADORES NACIONALES,TITULARES,2,CLAUDIA LORENA BRITOS ARIAS,F,49
UNION DEL CENTRO DEMOCRATICO- UCEDE,FUERZA LIBERAL,LA RIOJA,SENADORES NACIONALES,SUPLENTES,1,EDGARDO ENRIQUE ESCOBAR,M,61
UNION DEL CENTRO DEMOCRATICO- UCEDE,FUERZA LIBERAL,LA RIOJA,SENADORES NACIONALES,SUPLENTES,2,DANIELA SOLEDAD JEREZ,F,30
UNION POR LA PATRIA,CELESTE Y BLANCA,LA RIOJA,SENADORES NACIONALES,TITULARES,1,MARIA FLORENCIA LOPEZ,F,44
UNION POR LA PATRIA,CELESTE Y BLANCA,LA RIOJA,SENADORES NACIONALES,TITULARES,2,JESUS FERNANDO REJAL,M,60
UNION POR LA PATRIA,CELESTE Y BLANCA,LA RIOJA,SENADORES NACIONALES,SUPLENTES,1,MARIA LUZ SANTANGELO CARRIZO,F,41
UNION POR LA PATRIA,CELESTE Y BLANCA,LA RIOJA,SENADORES NACIONALES,SUPLENTES,2,RICARDO ANTONIO GUERRA,M,64
FRENTE RENOVADOR DE LA CONCORDIA-INNOVACION FEDERAL MNES,"ROJA, AZUL Y BLANCA",MISIONES,SENADORES NACIONALES,TITULARES,1,ARCE CARLOS OMAR,M,64
FRENTE RENOVADOR DE LA CONCORDIA-INNOVACION FEDERAL MNES,"ROJA, AZUL Y BLANCA",MISIONES,SENADORES NACIONALES,TITULARES,2,ROJAS DECUT SONIA ELIZABETH,F,50
FRENTE RENOVADOR DE LA CONCORDIA-INNOVACION FEDERAL MNES,"ROJA, AZUL Y BLANCA",MISIONES,SENADORES NACIONALES,SUPLENTES,1,ASTROZA AEDO MILTON MAYCO,M,38
FRENTE RENOVADOR DE LA CONCORDIA-INNOVACION FEDERAL MNES,"ROJA, AZUL Y BLANCA",MISIONES,SENADORES NACIONALES,SUPLENTES,2,LOPEZ DANIELA CRISTINA,F,50
FUERZA LIBERAL MNES,LIBERTAD VIVA,MISIONES,SENADORES NACIONALES,TITULARES,1,JABORNICKY H. ALEJANDRO,M,50
FUERZA LIBERAL MNES,LIBERTAD VIVA,MISIONES,SENADORES NACIONALES,TITULARES,2,DE MOURA GRACIELA,F,42
FUERZA LIBERAL MNES,LIBERTAD VIVA,MISIONES,SENADORES NACIONALES,SUPLENTES,1,BREA NICOLAS,M,47
FUERZA LIBERAL MNES,LIBERTAD VIVA,MISIONES,SENADORES NACIONALES,SUPLENTES,2,SEWCZUK YESSICA E.,F,30
JUNTOS POR EL CAMBIO MNES,EL CAMBIO DE NUESTRAS VIDAS,MISIONES,SENADORES NACIONALES,TITULARES,1,"A. F. """"PEPE"""" PIANESI",M,40
JUNTOS POR EL CAMBIO MNES,EL CAMBIO DE NUESTRAS VIDAS,MISIONES,SENADORES NACIONALES,TITULARES,2,PAMELA E. ENCINA,F,41
JUNTOS POR EL CAMBIO MNES,EL CAMBIO DE NUESTRAS VIDAS,MISIONES,SENADORES NACIONALES,SUPLENTES,1,GONZALO M. ACUÑA,M,36
JUNTOS POR EL CAMBIO MNES,EL CAMBIO DE NUESTRAS VIDAS,MISIONES,SENADORES NACIONALES,SUPLENTES,2,MARA I. FRONTINI,F,65
JUNTOS POR EL CAMBIO MNES,LA FUERZA DEL CAMBIO,MISIONES,SENADORES NACIONALES,TITULARES,1,E. MARTIN GOERLING LARA,M,51
JUNTOS POR EL CAMBIO MNES,LA FUERZA DEL CAMBIO,MISIONES,SENADORES NACIONALES,TITULARES,2,CAROLINA S. GROSS,F,32
JUNTOS POR EL CAMBIO MNES,LA FUERZA DEL CAMBIO,MISIONES,SENADORES NACIONALES,SUPLENTES,1,ERNESTO HORACIO SPALLANZANI,M,69
JUNTOS POR EL CAMBIO MNES,LA FUERZA DEL CAMBIO,MISIONES,SENADORES NACIONALES,SUPLENTES,2,ROXANA PAOLA VELAZQUEZ LARRABURU,F,47
PARTIDO AGRARIO Y SOCIAL MNES,POR LA GENTE  LETRA P,MISIONES,SENADORES NACIONALES,TITULARES,1,"""""SEBA"""" R. S. TIOZZO",M,38
PARTIDO AGRARIO Y SOCIAL MNES,POR LA GENTE  LETRA P,MISIONES,SENADORES NACIONALES,TITULARES,2,ELVANI ELISA GORING,F,50
PARTIDO AGRARIO Y SOCIAL MNES,POR LA GENTE  LETRA P,MISIONES,SENADORES NACIONALES,SUPLENTES,1,LUIS ANGEL BENITEZ,M,45
PARTIDO AGRARIO Y SOCIAL MNES,POR LA GENTE  LETRA P,MISIONES,SENADORES NACIONALES,SUPLENTES,2,RAQUEL MASONEVEZ,F,55
PARTIDO DEL OBRERO,UNIDAD DE TRABAJADORES Y LA IZQUIERDA,MISIONES,SENADORES NACIONALES,TITULARES,1,L. VIRGINIA VILLANUEVA,F,65
PARTIDO DEL OBRERO,UNIDAD DE TRABAJADORES Y LA IZQUIERDA,MISIONES,SENADORES NACIONALES,TITULARES,2,"LADISLAO """"RULO"""" DE LIMA",M,43
PARTIDO DEL OBRERO,UNIDAD DE TRABAJADORES Y LA IZQUIERDA,MISIONES,SENADORES NACIONALES,SUPLENTES,1,M. KARINA ALIENDRE,F,51
PARTIDO DEL OBRERO,UNIDAD DE TRABAJADORES Y LA IZQUIERDA,MISIONES,SENADORES NACIONALES,SUPLENTES,2,JUANCA J.C LOVERA,M,53
UNION POPULAR FEDERAL MNES,HACEMOS UNIDOS,MISIONES,SENADORES NACIONALES,TITULARES,1,SABINA A. VETTER,F,49
UNION POPULAR FEDERAL MNES,HACEMOS UNIDOS,MISIONES,SENADORES NACIONALES,TITULARES,2,FERNANDO A. KOWALCZYK,M,41
UNION POPULAR FEDERAL MNES,HACEMOS UNIDOS,MISIONES,SENADORES NACIONALES,SUPLENTES,1,CYNTIA A. GONZALEZ CASPARY,F,31
UNION POPULAR FEDERAL MNES,HACEMOS UNIDOS,MISIONES,SENADORES NACIONALES,SUPLENTES,2,FERNANDO D. KRUSE,M,42
ALIANZA JUNTOS POR EL CAMBIO,CAMBIA SAN JUAN,SAN JUAN,SENADORES NACIONALES,TITULARES,1,EMILIO ALBERTO ACHEM,M,53
ALIANZA JUNTOS POR EL CAMBIO,CAMBIA SAN JUAN,SAN JUAN,SENADORES NACIONALES,TITULARES,2,MARCELA LUCIA MONTAÑA,F,49
ALIANZA JUNTOS POR EL CAMBIO,CAMBIA SAN JUAN,SAN JUAN,SENADORES NACIONALES,SUPLENTES,1,DIEGO ALEJANDRO GAZZE BUENO,M,43
ALIANZA JUNTOS POR EL CAMBIO,CAMBIA SAN JUAN,SAN JUAN,SENADORES NACIONALES,SUPLENTES,2,FANNY ESTER JUAREZ,F,46
ALIANZA JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,SAN JUAN,SENADORES NACIONALES,TITULARES,1,JUAN DOMINGO BRAVO FALCIONI,M,62
ALIANZA JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,SAN JUAN,SENADORES NACIONALES,TITULARES,2,NYDIA MARIA LUISA VELASCO,F,61
ALIANZA JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,SAN JUAN,SENADORES NACIONALES,SUPLENTES,1,CESAR AUGUSTO PORTO MARADONA,M,52
ALIANZA JUNTOS POR EL CAMBIO,LA FUERZA DEL CAMBIO,SAN JUAN,SENADORES NACIONALES,SUPLENTES,2,SUSANA DEL VALLE CELANI,F,57
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SAN JUAN,SENADORES NACIONALES,TITULARES,1,FRANCO MIGUEL LATEGANO,M,36
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SAN JUAN,SENADORES NACIONALES,TITULARES,2,MELINA VICTORIA BARBIERI CIMINO,F,41
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SAN JUAN,SENADORES NACIONALES,SUPLENTES,1,RODOLFO JESUS CABALLERO,M,33
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SAN JUAN,SENADORES NACIONALES,SUPLENTES,2,MARIA VIVIANA MATOS,F,40
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN JUAN,SENADORES NACIONALES,TITULARES,1,VIRGINIA SILVIA SUTHERLAND,F,59
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN JUAN,SENADORES NACIONALES,TITULARES,2,JESUS ADAN MAURO FLORES,M,36
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN JUAN,SENADORES NACIONALES,SUPLENTES,1,LAURA ANDREA FERNANDEZ JALIFE,F,46
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN JUAN,SENADORES NACIONALES,SUPLENTES,2,FRANCISCO JAVIER ARROYO BRISUELA,M,35
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,SAN JUAN VUELVE,SAN JUAN,SENADORES NACIONALES,TITULARES,1,JUAN CARLOS GIOJA,M,65
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,SAN JUAN VUELVE,SAN JUAN,SENADORES NACIONALES,TITULARES,2,SANDRA DANIELA CASTRO,F,38
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,SAN JUAN VUELVE,SAN JUAN,SENADORES NACIONALES,SUPLENTES,1,JUAN PABLO GOMEZ GOMEZ,M,31
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,SAN JUAN VUELVE,SAN JUAN,SENADORES NACIONALES,SUPLENTES,2,GLADYS PATRICIA DIAZ MARQUEZ,F,53
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,VAMOS SAN JUAN,SAN JUAN,SENADORES NACIONALES,TITULARES,1,SERGIO MAURICIO UÑAC,M,53
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,VAMOS SAN JUAN,SAN JUAN,SENADORES NACIONALES,TITULARES,2,MARIA CELESTE GIMENEZ NAVARRO,F,36
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,VAMOS SAN JUAN,SAN JUAN,SENADORES NACIONALES,SUPLENTES,1,HUGO OSCAR DIAZ,M,60
FRENTE UNIÓN POR LA PATRIA - SAN JUAN,VAMOS SAN JUAN,SAN JUAN,SENADORES NACIONALES,SUPLENTES,2,MARCELA GEMA MONTI,F,46
LA LIBERTAD AVANZA,IDEAS DE LA LIBERTAD,SAN JUAN,SENADORES NACIONALES,TITULARES,1,BRUNO ANTONIO OLIVERA LUCERO,M,36
LA LIBERTAD AVANZA,IDEAS DE LA LIBERTAD,SAN JUAN,SENADORES NACIONALES,TITULARES,2,MARIANA ANTONELA CORIA,F,36
LA LIBERTAD AVANZA,IDEAS DE LA LIBERTAD,SAN JUAN,SENADORES NACIONALES,SUPLENTES,1,ENRIQUE DANIEL MONTAÑO,M,47
LA LIBERTAD AVANZA,IDEAS DE LA LIBERTAD,SAN JUAN,SENADORES NACIONALES,SUPLENTES,2,NOELIA MARIEL HERRERA IBAZETA,F,34
PARTIDO CRUZADA RENOVADORA,BLANCA UNIDAD,SAN JUAN,SENADORES NACIONALES,TITULARES,1,JOSE LUIS ALVARADO NARVAEZ,M,64
PARTIDO CRUZADA RENOVADORA,BLANCA UNIDAD,SAN JUAN,SENADORES NACIONALES,TITULARES,2,ADRIANA DEL VALLE AGUIRRE,F,59
PARTIDO CRUZADA RENOVADORA,BLANCA UNIDAD,SAN JUAN,SENADORES NACIONALES,SUPLENTES,1,FELIX ANTONIO JARA,M,65
PARTIDO CRUZADA RENOVADORA,BLANCA UNIDAD,SAN JUAN,SENADORES NACIONALES,SUPLENTES,2,MARIELA CRISTINA GARAY ORTIZ,F,51
PARTIDO MOVIMIENTO LIBRES DEL SUR - SIGLA L.D.S.,AZUL Y ROJO,SAN JUAN,SENADORES NACIONALES,TITULARES,1,JORGE DANIEL OCHOA RODRIGUEZ,M,46
PARTIDO MOVIMIENTO LIBRES DEL SUR - SIGLA L.D.S.,AZUL Y ROJO,SAN JUAN,SENADORES NACIONALES,TITULARES,2,SHIRLEY ROMINA PONCE MORTE,F,34
PARTIDO MOVIMIENTO LIBRES DEL SUR - SIGLA L.D.S.,AZUL Y ROJO,SAN JUAN,SENADORES NACIONALES,SUPLENTES,1,ROLANDO DIEGO RIVEROS,M,49
PARTIDO MOVIMIENTO LIBRES DEL SUR - SIGLA L.D.S.,AZUL Y ROJO,SAN JUAN,SENADORES NACIONALES,SUPLENTES,2,ISABEL GLADYS ELIZONDO,F,57
PARTIDO POPULAR,PRINCIPIO Y VALORES,SAN JUAN,SENADORES NACIONALES,TITULARES,1,ROBERTO EDUARDO NUÑEZ,M,51
PARTIDO POPULAR,PRINCIPIO Y VALORES,SAN JUAN,SENADORES NACIONALES,TITULARES,2,MARIA DE LOS ANGELES AVILA,F,42
PARTIDO POPULAR,PRINCIPIO Y VALORES,SAN JUAN,SENADORES NACIONALES,SUPLENTES,1,JUAN MANUEL AGÜERO,M,40
PARTIDO POPULAR,PRINCIPIO Y VALORES,SAN JUAN,SENADORES NACIONALES,SUPLENTES,2,MARIA ELIZABETH MOLINA,F,41
PARTIDO SOCIALISTA,HACEMOS UNIDOS POR SAN JUAN,SAN JUAN,SENADORES NACIONALES,TITULARES,1,LISANDRO NAHUEL CARDENAS BALMACEDA,M,34
PARTIDO SOCIALISTA,HACEMOS UNIDOS POR SAN JUAN,SAN JUAN,SENADORES NACIONALES,TITULARES,2,NELIDA DEL CARMEN PARRA,F,82
